date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,hour,time_of_day_D,time_of_day_N,predictions,day_or_night
2016-01-17 04:40:00,60,0,21.29,40.09,20.5,39.12666667,21.2,42.7,20.0,41.9,18.29,53.9,1.0,96.0,19.5,41.0,20.7,50.32666667,17.79,45.43333333,0.53,764.1666667000003,96.33333333,2.666666667,40.0,0.03,4,0,1,40.734444867863914,N
2016-01-17 04:50:00,50,0,21.29,40.2,20.42666667,39.12666667,21.23,42.73,20.0,41.93333333,18.29,53.9,1.0,96.0,19.5,40.93333333,20.7,50.4,17.79,45.5,0.52,764.1333333,96.16666667,2.833333333,40.0,0.02,4,0,1,44.089843984411715,N
2016-01-17 05:00:00,50,0,21.23,40.2,20.39,39.09,21.29,42.79,19.92666667,41.93333333,18.29,53.9,0.8666666670000001,96.0,19.5,40.9,20.7,50.5,17.82333333,45.56666667,0.5,764.1,96.0,3.0,40.0,0.0,5,0,1,47.15286436885626,N
2016-01-17 05:20:00,50,0,21.2,40.2,20.32333333,39.2,21.23,42.73,19.89,41.96666667,18.29,53.9,0.8,96.03,19.5,40.9,20.7,50.4,17.79,45.62666667,0.47,764.1,96.33333333,3.0,36.0,0.0,5,0,1,46.457661999367616,N
2016-01-17 05:30:00,50,0,21.1,40.29,20.32333333,39.2,21.2,42.7,19.89,42.0,18.29,53.9,0.7333333329999999,96.09,19.42666667,40.82666667,20.7,50.4,17.79,45.7,0.45,764.1,96.5,3.0,34.0,0.0,5,0,1,46.844610367829006,N
2016-01-17 05:40:00,30,0,21.1,40.29,20.29,39.23,21.2,42.73,19.89,42.0,18.26,53.86333333,0.7,96.09,19.445,40.995,20.7,50.29,17.79,45.7,0.43,764.1,96.66666667,3.0,32.0,0.0,5,0,1,47.37129815598192,N
2016-01-17 05:50:00,40,0,21.1,40.29,20.29,39.29,21.2,42.73,19.79,41.9,18.26,53.79,0.7,96.09,19.42666667,41.06666667,20.625,50.1175,17.79,45.76,0.42,764.1,96.83333333,3.0,30.0,0.0,5,0,1,46.951323034076296,N
2016-01-17 06:00:00,30,0,21.0,40.29,20.26,39.26,21.2,42.7,19.79,41.9,18.2,53.73,0.7,96.09,19.42666667,41.12666667,20.66666667,50.0,17.89,45.9,0.4,764.1,97.0,3.0,28.0,0.0,6,0,1,47.718820101833586,N
2016-01-17 06:10:00,50,0,21.0,40.36333333,20.2,39.26,21.2,42.62666667,19.79,41.96666667,18.2,53.73,0.75,96.0225,19.39,41.2,20.6,49.76,17.82333333,45.82666667,0.42,764.1333333,96.83333333,3.0,28.0,-0.02,6,0,1,50.63036460838302,N
2016-01-17 06:20:00,50,0,21.0,40.4,20.2,39.345,21.2,42.62666667,19.79,41.975,18.2,53.7,0.7666666670000001,96.06,19.39,41.06666667,20.6,49.7,17.79,45.82666667,0.43,764.1666667000003,96.66666667,3.0,28.0,-0.03,6,0,1,50.8682100451737,N
2016-01-17 06:30:00,40,0,21.0,40.4,20.16666667,39.4,21.2,42.62666667,19.79,42.0,18.2,53.7,0.7666666670000001,96.09,19.39,41.12666667,20.6,49.7,17.85666667,45.96666667,0.45,764.2,96.5,3.0,28.0,-0.05,6,0,1,49.79426068768103,N
2016-01-17 06:40:00,50,0,20.96333333,40.43333333,20.16666667,39.4,21.1,42.7,19.73,41.9,18.2,53.6725,0.7,96.09,19.39,41.2,20.6,49.62666667,17.85666667,45.96666667,0.47,764.2333332999997,96.33333333,3.0,28.0,-0.07,6,0,1,48.08141242994739,N
2016-01-17 06:50:00,50,0,20.89,40.5,20.1,39.4,21.1,42.7,19.73,41.9,18.2,53.66333333,0.7,96.09,19.39,41.2,20.56666667,49.56,17.85666667,45.96666667,0.48,764.2666667000003,96.16666667,3.0,28.0,-0.08,6,0,1,49.90535938565009,N
2016-01-17 07:10:00,400,0,20.89,40.5,20.1,39.5,21.1,42.73,19.7,42.0,18.2,53.59,0.6,96.12333333,19.39,41.2,20.5,49.4,17.82333333,46.03,0.28,764.3666667,96.0,2.833333333,27.33333333,-0.32,7,0,1,49.88327876723051,N
2016-01-17 07:20:00,390,10,20.79,40.53,20.03333333,39.43333333,21.1,42.76,19.89333333,42.12666667,18.2,53.59,0.533333333,96.19,19.39,41.2,20.5,49.4,17.89,46.09,0.07,764.4333333,96.0,2.666666667,26.66666667,-0.53,7,0,1,65.93791307378982,N
2016-01-17 07:30:00,370,10,20.79,40.72333333,20.0,39.43333333,21.1,42.62666667,20.29333333,42.12666667,18.2,53.59,0.266666667,96.19,19.39,41.2,20.5,49.29,17.865,46.0425,-0.15,764.5,96.0,2.5,26.0,-0.75,7,0,1,67.20677357538435,N
2016-01-17 07:40:00,390,10,20.79,40.93333333,20.0,39.56,21.1,42.59,20.76333333,41.9,18.2,53.59,0.066666667,96.19,19.39,41.2,20.5,49.29,17.85666667,45.9,-0.37,764.5666667,96.0,2.333333333,25.33333333,-0.97,7,0,1,65.74703149425088,N
2016-01-17 07:50:00,370,10,20.79,41.13333333,20.0,39.59,21.1,42.59,21.03,41.56666667,18.16666667,53.59,-0.3,96.02666667,19.39,41.29,20.46333333,49.16333333,17.79,45.76,-0.58,764.6333333,96.0,2.166666667,24.66666667,-1.18,7,0,1,67.34066615224432,N
2016-01-17 08:00:00,380,10,20.79,41.2,20.0,39.66333333,21.0,42.4,21.36,41.13333333,18.1,53.59,-0.6333333329999999,95.83333333,19.32333333,41.23,20.39,49.03,17.85666667,45.76,-0.8,764.7,96.0,2.0,24.0,-1.4,8,0,1,61.74850509873559,N
2016-01-17 08:10:00,100,10,20.79,41.2,20.0,39.82666667,21.0,42.4,21.63333333,40.93333333,18.1,53.5,-0.966666667,95.56,19.29,41.23,20.39,49.09,17.79,45.59,-0.8,764.7166667,95.5,2.0,24.66666667,-1.47,8,0,1,59.08481241098187,N
2016-01-17 08:30:00,470,10,20.79,41.26,20.0,40.09,21.0,42.16333333,21.79,40.63333333,18.1,53.5,-0.9,95.8,19.29,41.29,20.39,48.93333333,17.79,45.5,-0.8,764.75,94.5,2.0,26.0,-1.6,8,0,1,56.408614613151116,N
2016-01-17 08:40:00,320,0,20.79,41.645,20.0,40.09,20.945,42.45,21.79,40.53333333,18.1,53.43333333,-0.966666667,95.66,19.29,40.82333333,20.39,48.86,17.79,45.36,-0.8,764.7666667000003,94.0,2.0,26.66666667,-1.67,8,0,1,44.19469089868309,N
2016-01-17 09:00:00,260,0,20.89,42.4,20.16666667,40.09,21.43,44.89333333,21.66666667,39.63333333,18.1,53.06666667,-1.2,95.59,19.26,39.76666667,20.29,47.8975,17.79,44.53,-0.8,764.8,93.0,2.0,28.0,-1.8,9,1,0,116.9298601180978,D
2016-01-17 09:10:00,230,0,20.92666667,42.39,20.2,39.93,21.76333333,45.59,21.53333333,39.36,18.1,52.76,-1.133333333,95.65666667,19.2,39.36,20.29,47.46333333,17.73,43.89333333,-0.63,764.85,92.5,1.833333333,28.16666667,-1.72,9,1,0,130.03378609285858,D
2016-01-17 09:20:00,470,10,21.0,42.59,20.26,39.79,22.03,45.46333333,21.35666667,38.93,18.1,52.56666667,-1.133333333,95.65666667,19.2,39.23,20.2,46.96666667,17.73,43.5,-0.47,764.9,92.0,1.666666667,28.33333333,-1.63,9,1,0,158.0058429005453,D
2016-01-17 09:50:00,100,0,21.39,41.8,20.56666667,39.03,22.39,43.73333333,21.26333333,38.96333333,18.1,51.83333333,-1.323333333,95.26333333,19.1,38.06666667,20.13333333,46.2,17.79,42.73,0.03,765.05,90.5,1.166666667,28.83333333,-1.38,9,1,0,145.1950663048828,D
2016-01-17 10:20:00,90,0,21.7,39.76666667,21.13333333,38.4,22.13333333,42.56666667,21.6,39.59,18.1,51.23,-1.166666667,95.26,19.13333333,37.9,20.1,45.56,17.76,42.53,0.57,765.2,89.0,1.0,29.0,-1.07,10,1,0,108.41751049194376,D
2016-01-17 10:30:00,90,0,21.73,39.52666667,21.2,38.06666667,22.06666667,42.1,21.6,39.79,18.1,51.045,-1.033333333,95.46666667,19.2,37.76666667,20.1,45.5,17.79,42.33333333,0.75,765.25,88.5,1.0,29.0,-0.95,10,1,0,105.57457155560304,D
2016-01-17 10:40:00,100,0,21.85666667,39.4,21.29,37.96666667,22.0,41.76666667,21.6,39.86333333,18.1,50.86333333,-0.8666666670000001,95.62333333,19.13333333,37.66333333,20.1,45.36333333,17.79,41.9975,0.93,765.3,88.0,1.0,29.0,-0.83,10,1,0,101.96844206555075,D
2016-01-17 10:50:00,80,0,21.89,39.26,21.29,37.82666667,21.89,41.52666667,21.63333333,39.9,18.1,50.73,-0.666666667,95.83,19.2,37.66333333,20.1,45.29,17.79,41.79,1.12,765.35,87.5,1.0,29.0,-0.72,10,1,0,98.58792940209925,D
2016-01-17 11:00:00,180,0,21.96333333,39.26,21.39,37.66333333,21.89,41.32666667,21.7,39.76666667,18.1,50.59,-0.466666667,96.03,19.2,37.52666667,20.13333333,45.2,17.89,41.76,1.3,765.4,87.0,1.0,29.0,-0.6,11,1,0,98.00594503885465,D
2016-01-17 11:10:00,440,0,22.03333333,39.19333333,21.39,37.39,21.89,41.23,21.79,39.46,18.1,50.53,-0.333333333,96.15666667,19.2,37.32666667,20.13333333,45.2,17.82333333,41.56666667,1.48,765.4333333,85.16666667,1.166666667,29.0,-0.75,11,1,0,100.56509564037783,D
2016-01-17 11:20:00,300,0,22.1,38.8,21.39,36.86,21.96333333,41.49,21.85666667,39.26,18.1,50.26,-0.133333333,96.22666667,19.32333333,37.82666667,20.2,45.62666667,17.89,41.5,1.67,765.4666667,83.33333333,1.333333333,29.0,-0.9,11,1,0,101.27493517344932,D
2016-01-17 11:30:00,250,0,22.1,37.93333333,21.19666667,35.13333333,21.85666667,41.1,21.85666667,39.1,18.1,50.06666667,0.1,96.35,19.46333333,37.9,20.26,45.62666667,17.89,41.43333333,1.85,765.5,81.5,1.5,29.0,-1.05,11,1,0,109.60751551688885,D
2016-01-17 11:40:00,280,0,22.03333333,37.4,20.89,34.42666667,21.79,40.63333333,21.79,38.63333333,18.1,49.72333333,0.266666667,96.43333333,19.53333333,37.82666667,20.29,45.26,17.89,41.29,2.03,765.5333333,79.66666667,1.666666667,29.0,-1.2,11,1,0,115.31403786494828,D
2016-01-17 11:50:00,460,0,22.03333333,37.92666667,20.96333333,34.96,22.1,40.745,21.76,38.5,18.1,49.39,0.333333333,96.46666667,19.6,37.82666667,20.29,45.2,17.89,41.29,2.22,765.5666667,77.83333333,1.833333333,29.0,-1.35,11,1,0,124.13177718022344,D
2016-01-17 12:00:00,120,0,22.1,38.25,21.13333333,35.59666667,22.32333333,40.63333333,21.7,38.56,18.1,49.16333333,0.4,96.4,19.7,37.76,20.39,45.36333333,18.0,41.16333333,2.4,765.6,76.0,2.0,29.0,-1.5,12,1,0,124.80923390684241,D
2016-01-17 12:10:00,120,0,22.1,38.26666667,21.26,35.99,22.46333333,40.43333333,21.66666667,38.59,18.1,49.03,0.5,96.53,19.7225,37.595,20.39,44.96333333,18.0,41.09,2.48,765.5833332999997,75.16666667,2.0,30.83333333,-1.58,12,1,0,123.66083096731633,D
2016-01-17 12:20:00,110,0,22.1,38.26,21.29,36.32666667,22.39,39.93,21.6,38.59,18.1,49.0,0.566666667,96.53,19.85666667,37.56,20.39,44.645,18.0,40.86333333,2.57,765.5666667,74.33333333,2.0,32.66666667,-1.67,12,1,0,118.62627036133559,D
2016-01-17 12:40:00,110,0,22.03333333,38.23,21.29,36.59,22.2,39.4,21.53333333,38.76,18.1,48.9,0.833333333,96.76333333,19.96333333,37.06666667,20.66666667,44.12666667,18.0,40.36333333,2.73,765.5333333,72.66666667,2.0,36.33333333,-1.83,12,1,0,115.08150502850613,D
2016-01-17 13:00:00,120,0,22.1,38.06,21.29,36.59,22.1,39.36333333,21.5,38.9,18.1,48.79,1.0,96.8,20.26,36.43333333,20.85666667,43.73,18.0,39.96666667,2.9,765.5,71.0,2.0,40.0,-2.0,13,1,0,114.18674438564064,D
2016-01-17 13:30:00,120,0,22.0,38.09,21.1,36.59,22.0,39.16333333,21.5,38.89,18.1,48.59,1.323333333,97.0,20.39,35.66333333,21.39,43.16333333,18.16666667,40.69666667,2.95,765.45,67.0,2.0,40.0,-2.75,13,1,0,120.06277579069906,D
2016-01-17 13:50:00,410,0,22.0,38.23,21.0,36.56333333,21.89,39.2,21.39,38.4,18.1,48.59,1.533333333,97.19,20.39,35.065,21.53333333,43.4,18.2225,40.35,2.98,765.4166667000003,64.33333333,2.0,40.0,-3.25,13,1,0,121.78132664962153,D
2016-01-17 14:00:00,420,0,22.0,37.02666667,20.775,34.79,21.85666667,38.89333333,21.35666667,37.56333333,18.1,48.4475,1.6,97.19,20.39,34.64,21.6,42.73333333,18.29,40.56,3.0,765.4,63.0,2.0,40.0,-3.5,14,1,0,130.33684350838,D
2016-01-17 14:10:00,140,0,21.92666667,34.9,20.416,32.39,21.66333333,37.96666667,21.29,37.23,18.1,48.2675,1.7,97.3,20.53166667,34.41,21.6,41.8,18.29,40.5,3.02,765.3666667,62.33333333,2.0,40.0,-3.63,14,1,0,131.7593160109409,D
2016-01-17 14:20:00,60,0,21.85666667,33.13,20.09666667,31.16,21.46333333,36.3,21.26,36.59333333,18.1,48.06666667,1.73,97.22666667,20.63333333,33.92333333,21.6,41.1,18.29,40.43333333,3.03,765.3333332999997,61.66666667,2.0,40.0,-3.77,14,1,0,123.45271457022695,D
2016-01-17 14:30:00,60,0,21.73,32.46333333,19.76333333,30.16,21.26333333,35.23333333,21.2,36.06666667,18.1,47.4175,1.79,97.22666667,20.76,33.25666667,21.6,40.09333333,18.39,39.76666667,3.05,765.3,61.0,2.0,40.0,-3.9,14,1,0,127.11395443903332,D
2016-01-17 14:50:00,80,0,21.7,32.69666667,19.85666667,31.23333333,20.96,35.29666667,21.2,35.73,18.1,46.33333333,1.79,97.22666667,21.06666667,32.82666667,21.63333333,39.26,18.39,39.46666667,3.08,765.2333332999997,59.66666667,2.0,40.0,-4.17,14,1,0,111.1563528942166,D
2016-01-17 15:00:00,100,0,21.7,33.42666667,19.98428571,32.32714286,20.84,35.995,21.2,35.66333333,18.1,46.12666667,1.79,97.22666667,21.276,32.94,21.77363636,39.06909091,18.39,39.32666667,3.1,765.2,59.0,2.0,40.0,-4.3,15,1,0,106.3243305291601,D
2016-01-17 15:10:00,80,0,21.7,33.96,20.08125,33.115,20.89,36.5,21.2,35.59,18.05,46.045,1.79,97.3,21.46705882,32.75294118,21.84,39.045,18.39,39.26,3.03,765.1833333,59.16666667,1.833333333,40.0,-4.3,15,1,0,105.39458058689753,D
2016-01-17 15:20:00,80,0,21.7,34.245,20.14615385,33.60384615,20.96333333,36.43333333,21.2,35.56,18.08888889,46.05,1.79,97.3,21.58888889,32.38,21.96642857,39.16428571,18.39,39.2,2.97,765.1666667000003,59.33333333,1.666666667,40.0,-4.3,15,1,0,105.90174291619941,D
2016-01-17 15:30:00,70,0,21.7,34.56666667,20.2,33.976,21.0,36.4,21.2,35.5,18.06666667,46.06,1.73,97.3,21.64166667,32.1175,22.125,39.29,18.39,39.12666667,2.9,765.15,59.5,1.5,40.0,-4.3,15,1,0,107.71399085222642,D
2016-01-17 15:40:00,80,0,21.7,34.83333333,20.29,34.51333333,21.0,36.4,21.2,35.53,18.09166667,46.0825,1.666666667,97.26333333,21.7,31.89285714,22.29333333,39.43,18.39,39.33333333,2.83,765.1333333,59.66666667,1.333333333,40.0,-4.3,15,1,0,105.43336670745283,D
2016-01-17 15:50:00,80,0,21.7,35.06666667,20.31857143,34.72571429,21.1,36.59,21.2,35.53,18.1,46.145,1.6,97.19,21.75727273,31.50636364,22.445,39.53,18.39,39.83,2.77,765.1166667,59.83333333,1.166666667,40.0,-4.3,15,1,0,109.96226707653251,D
2016-01-17 16:00:00,90,0,21.76,35.26,20.39,34.91111111,21.1,36.66333333,21.2,35.545,18.1,46.2,1.463333333,97.12666667,21.79,31.235,22.525,39.515,18.39,40.36333333,2.7,765.1,60.0,1.0,40.0,-4.3,16,1,0,110.9677941624533,D
2016-01-17 16:10:00,80,0,21.73,35.43333333,20.39,35.0,21.13333333,36.82666667,21.1,35.59,18.1,46.2,1.323333333,97.0,21.79,31.04444444,22.65833333,39.5,18.5,41.19333333,2.38,765.0666667,62.16666667,1.166666667,40.0,-4.18,16,1,0,113.72431339893707,D
2016-01-17 16:20:00,80,0,21.79,35.56,20.434,35.116,21.2,36.9,21.1,35.66333333,18.05,46.145,1.2,96.83333333,21.79,30.79,22.7,39.475,18.5,41.46666667,2.07,765.0333333,64.33333333,1.333333333,40.0,-4.07,16,1,0,115.77159522449604,D
2016-01-17 16:40:00,80,0,21.7,35.7,20.365,35.675,21.1,37.0,21.0,35.79,18.0,46.09,0.7333333329999999,96.29666667,21.79,30.825,22.76,39.1,17.89,36.43,1.43,764.9666667,68.66666667,1.666666667,40.0,-3.83,16,1,0,121.78449851029701,D
2016-01-17 17:00:00,90,10,21.7,35.59,20.29,35.975,21.0,37.06,20.89,36.1,18.0,46.09,-0.033333333,95.39666667,21.675,30.9725,22.5,37.2225,18.1,37.03,0.8,764.9,73.0,2.0,40.0,-3.6,17,1,0,131.70546269255823,D
2016-01-17 17:20:00,380,20,21.6,35.79,20.15,35.825,20.89,37.26,20.89,36.66333333,18.0,46.0,-0.533333333,94.96333333,21.5,31.03333333,22.434,37.79,18.1,37.2,0.27,764.8666667,76.33333333,2.0,40.0,-3.53,17,1,0,149.23736975653622,D
2016-01-17 17:30:00,800,10,21.5,36.76,20.1,36.07727273,20.79,37.26,21.0,36.82666667,18.03,46.027,-0.833333333,94.92666667,21.412,31.1,22.5,38.858,18.1,37.26,0.0,764.85,78.0,2.0,40.0,-3.5,17,1,0,138.7972357277941,D
2016-01-17 17:40:00,790,10,21.56666667,38.62666667,20.1,37.04090909,20.79,37.26,21.06666667,36.96666667,18.0,46.1175,-1.033333333,95.26,21.365,31.2475,22.5,39.45,18.1,37.29,-0.27,764.8333332999997,79.66666667,2.0,40.0,-3.47,17,1,0,151.32835830901973,D
2016-01-17 17:50:00,540,20,21.63333333,42.06666667,20.1,38.154,20.7,37.49333333,21.73333333,36.96666667,18.0,46.32,-1.426666667,94.22666667,21.23,31.39,22.55,39.96166667,18.1,37.23,-0.53,764.8166667,81.33333333,2.0,40.0,-3.43,17,1,0,193.87357904204742,D
2016-01-17 18:00:00,120,20,21.7,45.06666667,20.06666667,40.56,20.7,38.1,22.26,37.23333333,18.0,46.93888889,-1.9,92.43333333,21.18333333,31.56666667,22.55,40.29333333,18.1,37.2,-0.8,764.8,83.0,2.0,40.0,-3.4,18,1,0,204.81822077220772,D
2016-01-17 18:10:00,110,20,21.79,45.52666667,20.075,41.15625,20.7,38.495,22.39,37.32666667,18.0,47.45428571,-2.23,91.89666667,21.13333333,31.66666667,22.59166667,40.55666667,18.1,37.2,-0.83,764.8,82.33333333,2.0,40.0,-3.55,18,1,0,203.27372538651633,D
2016-01-17 18:20:00,160,30,21.85666667,43.52666667,20.1,40.6925,20.73,38.89,22.32333333,37.46666667,18.29833333,58.96333333,-2.43,91.69,21.05555556,31.78,22.6,40.99,18.2,38.69333333,-0.87,764.8,81.66666667,2.0,40.0,-3.7,18,1,0,195.798030285249,D
2016-01-17 18:40:00,550,20,22.025,41.075,20.16666667,40.69333333,20.82333333,39.12666667,22.03333333,37.32666667,18.73,56.13333333,-2.833333333,91.25666667,21.0,32.06666667,22.7,41.6,18.1,38.96666667,-0.93,764.8,80.33333333,2.0,40.0,-4.0,18,1,0,151.19652594077962,D
2016-01-17 18:50:00,530,10,22.1,40.76666667,20.29,40.7175,20.89,39.2,21.85666667,37.06,18.79,52.3425,-3.03,90.83333333,20.92666667,32.26,22.65,41.61333333,18.1,38.82666667,-0.97,764.8,79.66666667,2.0,40.0,-4.15,18,1,0,130.9782610442922,D
2016-01-17 19:00:00,100,0,22.23,46.26,20.31,40.72,20.89,39.49333333,21.79,37.0,18.93857143,51.42714286,-3.163333333,90.76,20.89,32.378,22.57777778,41.33111111,18.0,38.56,-1.0,764.8,79.0,2.0,40.0,-4.3,19,0,1,141.60792386246348,N
2016-01-17 19:20:00,90,10,22.35666667,45.63,20.45416667,42.34166667,21.0,40.73,21.56666667,36.96666667,19.19944444,50.52,-3.475,90.6225,20.74,31.76222222,22.39,40.40769231,17.96333333,38.43,-1.07,764.8,77.0,2.0,40.0,-4.67,19,0,1,134.29082317003676,N
2016-01-17 19:40:00,100,10,22.29,43.26333333,20.60625,42.16375,20.96333333,40.76,21.35666667,36.79,19.30666667,48.40444444,-3.59,91.1,20.61875,31.160625,22.34625,40.545,17.96333333,37.96666667,-1.13,764.8,75.0,2.0,40.0,-5.03,19,0,1,101.36318298873036,N
2016-01-17 19:50:00,130,10,22.29,42.45666667,20.66666667,41.67888889,20.89,40.645,21.29,36.86333333,19.39,47.52777778,-3.59,91.36666667,20.56111111,31.05,22.365,40.5,17.82333333,37.76666667,-1.17,764.8,74.0,2.0,40.0,-5.22,19,0,1,95.74970720483796,N
2016-01-17 20:00:00,110,10,22.39,41.62333333,20.70642857,41.10714286,20.89,40.5675,21.2,36.9,19.424375,46.809375,-3.53,91.66333333,20.5,31.26785714,22.39,40.30125,17.89,37.645,-1.2,764.8,73.0,2.0,40.0,-5.4,20,0,1,91.1946286338343,N
2016-01-17 20:10:00,120,20,22.39,42.09666667,20.77363636,40.7,20.89,40.5,21.2,36.96666667,19.5,46.956,-3.645,91.095,20.5,31.467,22.39,40.05714286,17.79,37.46666667,-1.25,764.75,74.16666667,2.166666667,37.66666667,-5.27,20,0,1,119.12940021240306,N
2016-01-17 20:20:00,100,30,22.5,43.29333333,20.78181818,40.05,20.92666667,40.62666667,21.2,37.29,20.43,80.28,-3.545,91.8725,20.5,31.445,22.39,39.9,17.79,37.345,-1.3,764.7,75.33333333,2.333333333,35.33333333,-5.13,20,0,1,159.65788700448056,N
2016-01-17 20:30:00,110,20,22.42666667,41.83333333,20.79,39.4,21.0,40.56666667,21.2,37.43,20.45666667,81.46666667,-3.577222222,91.435,20.39,31.15,22.32333333,39.56666667,17.89,38.23,-1.35,764.65,76.5,2.5,33.0,-5.0,20,0,1,131.52605831246618,N
2016-01-17 20:40:00,100,20,22.42666667,40.39333333,20.89,39.33333333,21.0,40.46666667,21.16666667,37.65666667,20.7,89.7,-3.684444444,90.46444444,20.42666667,33.22666667,22.254,39.17,17.89,38.29,-1.4,764.6,77.66666667,2.666666667,30.66666667,-4.87,20,0,1,111.67961139762318,N
2016-01-17 20:50:00,120,20,22.42666667,39.6,20.89,39.2,21.0,40.32666667,21.16666667,37.73,20.62666667,86.96,-3.814444444,90.08111111,20.56666667,34.5,22.1,39.53,17.89,38.13333333,-1.45,764.55,78.83333333,2.833333333,28.33333333,-4.73,20,0,1,99.7888319630421,N
2016-01-17 21:00:00,250,30,22.5,39.29,20.89,39.43333333,20.89,40.26,21.2,37.33333333,20.1,76.62333333,-3.76,90.82555556,20.7,34.79,22.1,39.72333333,17.89,37.86,-1.5,764.5,80.0,3.0,26.0,-4.6,21,0,1,106.11269133650805,N
2016-01-17 21:10:00,110,10,22.5,39.23,20.9175,39.475,20.89,40.2,21.13333333,37.12666667,20.5,72.62333333,-3.821666667,90.13611111,20.7,34.53,22.16666667,39.76,17.79,37.52666667,-1.57,764.4833332999997,80.33333333,2.833333333,26.33333333,-4.6,21,0,1,74.89845506516596,N
2016-01-17 21:40:00,110,20,22.5,38.73,21.0,39.03,21.0,40.0,21.0,36.72666667,21.44,88.132,-4.157222222,89.105,20.575,34.2,22.08,39.296,17.79,36.86,-1.77,764.4333333,81.33333333,2.333333333,27.33333333,-4.6,21,0,1,91.81464504410101,N
2016-01-17 22:30:00,70,10,22.29,39.15666667,20.79,39.23,20.6,39.79,21.1,39.2675,20.16666667,77.89333333,-4.214444444,89.96833333,20.5,35.56,21.89,41.46,17.7,37.36,-2.1,764.25,82.5,2.0,28.5,-4.75,22,0,1,65.54602063097795,N
2016-01-17 22:40:00,60,20,22.29,39.29,20.79,39.36333333,20.53333333,39.86333333,21.1,39.46666667,20.05,76.8,-4.299444444,89.62666667,20.4725,35.9,21.89,41.9475,17.7,37.56,-2.17,764.2,82.66666667,2.0,28.66666667,-4.8,22,0,1,78.84491467624846,N
2016-01-17 23:00:00,70,10,22.2,39.7,20.7,39.56,20.5,39.79,21.13333333,39.59,19.89,74.14,-4.5,88.54555556,20.39,36.03,21.79,42.4475,17.7,37.79,-2.3,764.1,83.0,2.0,29.0,-4.9,23,0,1,64.78731141807933,N
2016-01-17 23:10:00,50,10,22.1,39.82666667,20.56666667,39.59,20.46333333,39.76,21.2,39.7,19.7675,72.5175,-4.565,88.56833333,20.39,36.156,21.79,42.69600000000001,17.7,37.95,-2.38,764.0333333,83.5,2.0,28.33333333,-4.9,23,0,1,66.34805786278409,N
2016-01-17 23:20:00,70,10,22.1,39.9,20.5,39.66333333,20.39,39.7,21.2,39.7,19.7,71.53333333,-4.628888889,88.06444444,20.29,36.2,21.79,42.86333333,17.66666667,38.09,-2.47,763.9666667,84.0,2.0,27.66666667,-4.9,23,0,1,65.73936357460761,N
2016-01-17 23:40:00,70,20,21.92666667,39.9,20.39,39.86333333,20.39,39.76,21.13333333,39.79,19.6,69.42666667,-4.606666667,88.94222222,20.29,36.5,21.7,43.63333333,17.6,38.26666667,-2.63,763.8333332999997,85.0,2.0,26.33333333,-4.9,23,0,1,79.91810382746357,N
2016-01-17 23:50:00,60,10,21.89,39.9,20.29,40.0,20.39,39.79,21.1,39.79,19.575,68.5925,-4.617777778,88.65333333,20.2675,36.5,21.7,43.975,17.6,38.4,-2.72,763.7666667000003,85.5,2.0,25.66666667,-4.9,23,0,1,63.377008946344034,N
2016-01-18 00:00:00,60,10,21.82333333,39.9,20.23,40.0,20.32333333,39.79,21.16666667,39.86333333,19.5,67.89333333,-4.6511111110000005,88.81333333,20.26,36.69333333,21.7,44.4,17.6,38.4,-2.8,763.7,86.0,2.0,25.0,-4.9,0,0,1,44.845366350040734,N
2016-01-18 00:10:00,50,10,21.79,39.93333333,20.16666667,40.09,20.39,39.79,21.1,39.82666667,19.39,67.02333333,-4.601111111,88.77388889,20.29,37.03,21.7,44.845,17.66666667,38.46666667,-2.88,763.5833332999997,86.0,2.0,25.5,-4.98,0,0,1,45.43713998248754,N
2016-01-18 00:20:00,40,10,21.73,40.0,20.075,40.0675,20.32333333,39.79,21.1,39.9,19.39,66.49666667,-4.5661111110000006,89.05388889,20.23,37.09,21.7,45.3,17.6,38.4,-2.97,763.4666667,86.0,2.0,26.0,-5.07,0,0,1,46.164480770621395,N
2016-01-18 00:30:00,30,20,21.66666667,40.0,20.0,40.0,20.29,39.7,21.1,39.93333333,19.29,65.89666667,-4.483333333,89.31833333,20.26,37.26,21.7,45.56,17.6,38.46666667,-3.05,763.35,86.0,2.0,26.5,-5.15,0,0,1,62.657444957264744,N
2016-01-18 00:40:00,40,0,21.6,40.19333333,19.945,40.0,20.26,39.76,21.1,40.0,19.29,65.49666667,-4.535,88.62277778,20.2,37.2,21.6,45.46666667,17.6,38.59,-3.13,763.2333332999997,86.0,2.0,27.0,-5.23,0,0,1,32.33284243480236,N
2016-01-18 00:50:00,50,0,21.56666667,40.5,19.89,40.03,20.2,39.7,21.06666667,40.02666667,19.26,64.89666667,-4.678888889,87.92666667,20.29,37.32666667,21.53333333,45.32666667,17.6,38.66333333,-3.22,763.1166667,86.0,2.0,27.5,-5.32,0,0,1,35.2342068786202,N
