date,Applicances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
2/23/2016 16:20,,20,21.39,45.62333333,19.7,45.26666667,21.2,41.12666667,22,39.02666667,18.5875,50.2175,5,87.9,19.2,34.73,20.29,40.93333333,18.5,40.76428571,5.67,757.4333333,75.66666667,4.666666667,40,1.57
2/24/2016 0:40,,0,21.39,40.5,19.35666667,41.16333333,21,40.5,20.5,38.545,19.12857143,74.45428571,-0.066666667,85.15666667,19,37.66333333,20.66666667,46.02666667,18.26428571,41.7,0.57,760.6666667,96.33333333,1.333333333,48.66666667,0.03
2/24/2016 1:50,,0,21.1,40.09,19,41.09,21,40.66333333,20.29,38.5,18.83285714,69.02571429,-0.666666667,83.46666667,19,38.76,20.6,46.72333333,18.29,43.054,-0.12,760.6166667,97.66666667,1,54.66666667,-0.47
2/24/2016 2:20,,0,21,39.9,18.89,41.09,20.92666667,40.32666667,20.29,38.43333333,18.754,67.114,-1.133333333,82.4,19,39,20.5,46.76,18.29,43.29285714,-0.60,760.5333333,98,1.333333333,55.66666667,-0.90
2/24/2016 2:40,,0,20.89,39.79,18.79,41,21,40.32666667,20.2,38.4,18.7,65.614,-1.2,82.93333333,19,38.9,20.5,46.59,18.29,43.46,-0.90,760.4666667,98,1.666666667,58.33333333,-1.20
2/24/2016 4:40,,0,20.575,39.7,18.32333333,40.9,21.2,40.59,20,38.46666667,18.6,60.06666667,-1.826666667,81.93333333,19,38.83125,20.39,45.82666667,18.29,44.09,-1.30,760.1,97,1,35.66666667,-1.77
2/24/2016 5:20,,0,20.39,39.56,18.2,41,21.2,40.59,19.89,38.4,18.5,59.16333333,-2,81.69,19,38.92857143,20.29,45.79,18.29,44.12142857,-1.40,760,96.66666667,1.333333333,34.33333333,-1.90
2/24/2016 7:20,,0,20.2,39.62666667,17.85666667,41.53,21,40.59,19.7,38.2,18.29,57.2,-2.4,81.16,19,39.36857143,20.15,45.7675,18.29,44.4,-2.60,759.8333333,95.33333333,1,40.66666667,-3.23
2/24/2016 10:50,,0,20.1,39.26666667,18.92666667,40.03,20.6,39.06,19.79,36.96666667,18.2,51.26,2.296666667,86.73,18.6,35.09,19.7,40.96666667,17.89,40.378,4.60,759.4333333,85.33333333,1,28.16666667,2.33
2/24/2016 12:20,,0,20.5,40.56333333,19.6,39.7,20.6,39.45,20.29,37.4,18.1,50.56,4.5,87.83,19.2,34.054,19.96333333,39.82666667,18.2,39.86857143,6.13,758.9,66.33333333,2,40,0.13
2/25/2016 4:20,,0,20.7,37.7,18.7,39.09,20.7,39.4,20.5,36.5,18.29,52.2,0.2,84.06,19.5,36.736,21.42666667,43.53,18.03333333,40.62666667,0.20,755.5,91.66666667,1,36.33333333,-1.03
2/25/2016 5:50,,0,20.5,37.59,18.46333333,39.36333333,20.79,39.59,20.2,36.53,18.2,51.83714286,-1.033333333,81.79666667,19.5,37.35285714,21.23,43.23,18.1,41.2,-0.90,755.75,95.83333333,1,61.33333333,-1.52
2/26/2016 1:30,,0,21.2,39.16333333,19.39,39.2,21.2,38.09,21.2,36,19.2,43.656,2.4,81.12333333,19.29,36.656,21.1,43.9,17.89,39.15666667,1.75,756.8,93.5,1.5,55,0.80
2/26/2016 1:40,,0,21.13333333,39.09,19.32333333,39.2,21.2,38.09,21.16666667,36.03,19.2,43.62142857,2.26,80.93333333,19.29,36.76428571,21.1,44.23,17.89,39.36333333,1.73,756.7666667,93.66666667,1.333333333,56.33333333,0.80
2/26/2016 5:50,,0,20.29,38.93333333,18.42666667,40.32666667,21.29,38.79,20.29,36.29,18.79,42.82142857,1.29,83.4,19.2,37.5,20.6,43.59,17.96333333,41.4,1.00,755.3333333,95.16666667,1,44.66666667,0.33
2/26/2016 11:50,,0,20.2,37.4,18.7,37.76,20.39,36.59,19.76,35.16333333,18.2,44.7,6.4,65.75,18.51428571,32.15,19.79,39.76,17.89,38.5,4.58,754.35,68.83333333,1,24.16666667,-0.75
2/26/2016 22:40,,0,21.29,36.59,19.96333333,36.7,20.7,36.79,20.23,34.76,20.2,78.354,2.36,63.13333333,18.7,32.72571429,20.89,40.9,17.7,36.7175,3.03,751.1,80,2,21.66666667,-0.13
2/27/2016 1:20,,0,20.7,36.9,19,37.06,20.5,37.2,19.6,35.09,19.16,64.014,1.6,64.22666667,18.736,34.96,20.42666667,43.63333333,17.7,39.4,2.20,750.5666667,78.33333333,3.333333333,22.33333333,-1.20
2/27/2016 2:40,,0,20.5,36.7,18.6,37.26,20.39,37.12666667,19.39,35.09,18.84,59,1.263333333,62.93,18.7,35.334,20.29,45.06,17.7,39.9,1.87,750.2333333,79,3.333333333,22.33333333,-1.47
2/27/2016 5:40,,0,19.89,36.59,18,37.32666667,20.39,37.36333333,19.1,35.09,18.45285714,54.53857143,-0.4,70.22666667,18.7,36.19428571,20,43.9,17.7,41,0.97,749.9666667,81,3.666666667,21.33333333,-1.93
2/27/2016 6:00,,0,19.89,36.59,17.96333333,37.43333333,20.5,37.5,19,35,18.39,54.22571429,-0.533333333,70.33,18.7,36.09,19.96333333,43.9,17.73,41.03,0.80,750,81,4,22,-2.10
2/27/2016 13:20,,0,20.32333333,37.62666667,19.39,37.09,20.2,36.86333333,20.6,34.53,18,47.7,6.763333333,27.82666667,20.12857143,30.92142857,21.79,38.65666667,18,36.15666667,5.77,750.7666667,50.66666667,7.666666667,40,-3.83
2/27/2016 16:40,,0,21,35.53,19.79,34.82666667,21.1,35.7,20.39,33,18,45.554,7.09,25.09666667,21.1,26.36142857,22.7,34.06,18.13333333,39.79,6.03,751.2666667,50.66666667,6.333333333,32.66666667,-3.53
2/28/2016 0:20,,0,21.2,35.2,19.42666667,34.82666667,20.89,36.06,19.29,33.2,17.79,52.59,0.533333333,54.49333333,19.64,31.64,22.29,38.86,18,38.56666667,1.00,753.9,73.33333333,4.666666667,22,-3.30
2/28/2016 7:30,,0,19.79,35,17.79,36.2,20.46333333,36.76,18.7,33.7,17.5,50,-0.833333333,62.2,19.39,34.45714286,20.89,40.5,18,39.93333333,-0.35,755.8,79,5.5,23,-3.60
2/28/2016 9:00,,10,19.79,35.96666667,18,36.06,20.2,35.9,18.66666667,32.36333333,17.434,48.052,0.466666667,57.69666667,19.254,32.378,20.63333333,38.76666667,18,38.83333333,0.60,757,73,6,23,-3.70
2/28/2016 9:50,,0,19.79,36.7,18.29,35.5,20.1,35.62666667,18.85666667,33.29666667,17.39,46.82142857,1.326666667,52.32333333,19.29,31.81142857,20.53333333,38.5,18,36.66333333,1.35,757,69.66666667,6.833333333,25.5,-3.62
2/28/2016 10:40,,0,19.76,35.4,18.92666667,34.96666667,20.1,35.62666667,19.23,33.53,17.434,47.134,2.833333333,46.32333333,19.39,31.89,20.56666667,38.65666667,18.1,38.05666667,2.83,757.2,63.66666667,8.333333333,26,-3.53
2/28/2016 11:40,,0,19.89,35.56,19.39,34.43333333,20,35.5,19.5,33.845,17.39,46.9,4.263333333,35.83333333,19.51428571,31.40571429,20.6,38.09,18.13333333,39.79,4.10,757.3,56.33333333,9,26,-3.90
2/28/2016 12:10,,0,20.03333333,35.29,19.5,34.4,20,35.53,19.73,34,17.39,46.79,4.833333333,33.46666667,19.83,31.04,20.7,37.93333333,18.15,40,4.57,757.3,53.83333333,9,28.33333333,-4.02
2/28/2016 13:00,,0,20.63333333,35.03,19.7,34.73,20.1,35.32666667,20,34.06,17.39,46.59,5.56,29.2,20.64285714,30.77714286,21.46,37.26,18.2,39.96666667,5.40,757.3,53,9,40,-3.60
2/28/2016 13:10,,0,20.76,35.03,19.79,34.7,20.13333333,35.36333333,20,34.12666667,17.39,46.59,5.745,27.995,20.774,30.7,21.6,37.12666667,18.2,39.9,5.45,757.3,52.83333333,8.833333333,38,-3.57
2/28/2016 14:10,,0,21.16666667,34.73,19.89,34.7,20.2,35.2,20.2,34.53,17.39,46.4,6.226666667,26.45666667,21.6,30.2,22.26,36.29,18.39,39.73,5.75,757.35,51.83333333,8.166666667,30,-3.43
2/28/2016 18:10,,0,21.1,32.82666667,19.56666667,32.82666667,20.29,34.53,19.6,31.95666667,17.46333333,44.96666667,5.156666667,28.36333333,21.53333333,28.96333333,22,35,18.46333333,39.86333333,4.75,758.6,53.66666667,6,40,-3.97
2/28/2016 19:50,,0,20.73,33.59,18.96333333,34.12666667,20.16666667,35.06666667,19.29,32.73,17.39,45.2,3.59,35.76,20.89,29.53333333,21.39,35.36333333,18.29,40.06,3.83,759.85,57,6.833333333,40,-4.05
2/28/2016 22:20,,0,20.32333333,33.36333333,18.5,33.36,19.76,34.79,18.92666667,31.52333333,19.03333333,87.73,1.863333333,45.56666667,20.2,29.26333333,21.42666667,36.16333333,18.2,36.36333333,2.30,760.4333333,66,5.333333333,40,-3.43
2/29/2016 0:20,,0,20,33.36333333,18.03333333,34.32666667,19.6,35.29,18.79,32.76,18.2,71.45666667,1.1,52.8225,20.2,33,21.29,40,18.2,38.43,1.60,760.7333333,71,6,40,-3.17
2/29/2016 0:50,,0,19.89,33.53,17.89,34.59,19.6,35.4,18.7,32.9,18.1,69.5,1.1,53.9,20.1,33.16333333,21.2,40.09,18.2,39.1,1.45,760.7833333,72.5,6,40,-2.97
2/29/2016 2:00,,0,19.7,33.7,17.7,34.9,19.53333333,35.59,18.7,33.09,17.85666667,63.46333333,0.866666667,55.79,20.1,33.86333333,21,41.76666667,18.2,40.32666667,1.40,760.9,73,6,40,-2.90
2/29/2016 7:20,,0,19.03333333,34.39,16.92666667,35.93333333,19.7,36.32666667,18.23,33.7,17.39,56.53,-0.633333333,75.9,19.7,35.1,20.39,41.93,18.1,40.86333333,-0.20,761.8333333,90.66666667,4,23.33333333,-1.53
2/29/2016 10:10,,0,19.06666667,34.9,18.39,34.46333333,19.29,35.36333333,18.6,33.03,17.2,53.29666667,2.36,55.56666667,19.2,30.26,20,38.06666667,18.2,37.925,2.62,762.9666667,69.66666667,6.166666667,30.83333333,-2.47
3/1/2016 1:00,,20,21.53333333,35.32666667,19.06666667,37.5,21,35.29,21.55,34.2,18.89,40.5,-2.26,69.96,20.1,28.1,22.2,39.59,18.29,38.79,-1.70,763.3,96,1,50,-2.20
3/1/2016 2:40,,0,21.1,36.09,18.6,37.12666667,20.89,35.4,20.79,34.09,18.7,40.2,-3.466666667,69.96666667,19.89,28.5,21.79,41.56,18.29,38.9,-2.63,763,96,1.666666667,36.33333333,-3.23
3/1/2016 3:30,,0,20.89,35.79,18.35666667,36.9,21,35.59,20.39,34,18.6,40.09,-3.463333333,70.92333333,19.79,28.6,21.6,42.03,18.29,38.82666667,-2.85,762.75,96,2,34,-3.40
3/1/2016 6:20,,0,20.29,35.59,17.7,37.62666667,20.96333333,36.03,19.6,33.79,18.29,40.09,-1.29,77.06,19.5,29.1,21.2,40.79,18.23,38.93333333,-1.07,761.7,98,2,32,-1.37
3/1/2016 8:30,,0,20,35.62666667,17.7,37.46666667,20.6,35.5,19.89,33.26,18,42.13333333,0.266666667,80.23,19.03333333,28.13333333,20.79,38.16333333,18.16666667,37.96333333,0.15,760.9,95,3,37.5,-0.55
3/1/2016 9:10,,0,20,35.7,17.7,37.16333333,20.5,35.26,19.66666667,33,17.82333333,42.73,1.133333333,80.83,19,28.2225,20.6,37.46666667,18.2,37.96,0.80,760.5833333,92,3.5,45.16666667,-0.37
3/1/2016 12:30,,0,20,37.95666667,18.39,37.13333333,20.39,35.79,19.2,33.56,17.6,43.09,4.623333333,66.49,18.73,28.96333333,20.1,36.7,18.1,36.86333333,3.60,757.75,84.5,8.5,32,1.15
3/1/2016 16:00,,0,20.525,37.0675,19,37.82666667,20.5,36,19,36.36333333,17.5,44.09,4.69,83.99666667,18.5,31.32666667,19.7,37.7,17.89,36.9,4.40,754.3,97,9,19,4.00
3/1/2016 23:20,,0,21.16666667,40.03,19.53333333,41.56,20.7,38.4,19.85666667,39.56,19.32333333,53.33333333,8,86.8,18.5,35.79,21.06666667,46.53,17.89,40.23,8.23,750.4666667,96,7.666666667,52.33333333,7.60
3/2/2016 0:30,,0,21,40.2,19.32333333,41.7,20.5,38.56,19.53333333,39.5,19.13333333,48.26666667,8.1,86.8,18.5,35.76,20.79,47.52666667,18,40.73,8.50,749.85,89,8.5,33.5,6.80
3/2/2016 0:50,,0,20.92666667,40.29,19.29,41.7,20.6,38.59,19.5,39.5,19.1,47.62666667,8,86.59,18.5,35.7,20.73,47.96666667,17.92666667,40.9,8.50,749.6166667,85.66666667,8.166666667,37.83333333,6.27
3/2/2016 1:50,,0,20.7675,40.09,19.1,41.5,20.6,38.59,19.29,39.4,19,46.16333333,8.1,85.46333333,18.5,35.5,20.63333333,49.4,18,41.4,8.25,749.0833333,86.5,8,40,6.08
3/2/2016 4:30,,0,20.35666667,40,18.7,41.5,20.79,38.79,18.96333333,39.2,18.73,44.79,7.5,78.89333333,18.5,35.29,20.5,49.46666667,18.1,42.4,7.60,747.45,83,7,27.5,4.85
3/2/2016 4:50,,0,20.35666667,40,18.7,41.5,20.79,38.9,18.89,39.2,18.7,44.62666667,7.4,76.76666667,18.5,35.26,20.5,49.26,18.1,42.4,7.60,747.35,81.66666667,7,28.5,4.62
3/2/2016 5:10,,0,20.23,40,18.6,41.4,20.85666667,38.9,18.89,39.09,18.7,44.5,7.466666667,75.52333333,18.5,35.2,20.46333333,48.93,18.1,42.43333333,7.55,747.2166667,80.83333333,7,30.83333333,4.43
3/2/2016 12:30,,0,20.79,40.33,20.5,37.7,20.7,38.72333333,21.29,37.82666667,18.2,47.12666667,8.793333333,35.8,19.1,30.79,20.1,37.9,18.39,42,8.20,745.6,56.5,8.5,40,0.00
3/2/2016 12:50,,0,20.89,39.5,20.46333333,37.4,20.7,39.09,21.23,37.32666667,18.2,47.03,9.4,34.29,19.2,30.56666667,20.16666667,37.59,18.39,41.96666667,8.47,745.2666667,54.83333333,8.166666667,40,-0.13
3/2/2016 23:10,,0,21.85666667,37.09,20.39,36.66333333,20.79,38.46666667,20.5,35.82666667,18.6,50,0.8,81.43333333,18.56666667,31.5,21.66666667,40.03,18.2,38.06,2.33,744.8666667,89.83333333,5.666666667,29.16666667,0.85
3/3/2016 0:40,,0,21.5,37.59,19.76,37.03,20.79,38.46666667,20.06666667,36.16333333,18.39,49.76,1.033333333,81.53,18.5,32.09,21.29,43.96,18.13333333,39.43333333,2.03,744.4333333,90.66666667,4.666666667,40,0.67
3/3/2016 1:40,,0,21.26,37.46666667,19.39,37.36333333,20.79,38.59,19.79,36.2,18.29,49.66333333,1.73,81.56,18.5,32.29,21.2,45.4,18.2,40.46666667,2.70,744.0333333,89.66666667,5.666666667,28.66666667,1.17
3/3/2016 3:50,,0,20.79,37.4,18.89,38.09,20.89,38.9,19.5,36.43333333,18.1,49.23,2.433333333,81.53,18.39,32.56,20.89,45.4,18.29,41.43333333,2.55,742.9,96,5.833333333,32.5,1.95
3/3/2016 4:50,,0,20.6,37.5,18.79,38.46666667,21,38.9,19.39,36.59,18.03333333,49.12666667,3.2,81.69,18.39,32.79,20.79,45.79,18.29,41.7,3.70,742.4666667,92.66666667,5.166666667,37.66666667,2.60
3/3/2016 6:40,,0,20.29,37.79,18.5,38.79,20.89,39.2,19.2,36.79,17.89,48.59,3.26,81.76333333,18.39,33.03,20.7,46.12666667,18.29,42.2,3.80,742.9666667,87,5.333333333,32.66666667,1.80
3/3/2016 7:40,,0,20.2,38.46333333,18.39,38.9,20.89,39.06,19.53333333,37.56,17.89,48.59,2.863333333,81.76333333,18.29,33.09,20.6,45.36,18.29,42.09,3.17,743.3666667,91.66666667,4.333333333,25,1.93
3/3/2016 8:10,,0,20.2,38.86333333,18.46333333,39.4,20.79,38.79,19.7,37.4,17.89,48.5,2.9,81.665,18.29,33.09,20.46333333,43.76666667,18.29,42,3.12,743.6,93,4.166666667,24,2.10
3/3/2016 11:00,,30,20.05,38.745,19.06666667,39.2,19.81,38.134,21.29,37.09666667,18.06,45.316,4.594,81.67,18.2,32.72,20.03333333,40.44444444,18.39,40.952,3.80,746.5,89,6,25,2.10
3/3/2016 15:40,,0,21.39,36.62,20,36.60571429,20.45285714,37.55142857,21.55714286,34.48571429,17.95875,44.71125,7.53375,54.07,20.39,29.65,21.65,36.1175,18.62857143,41.42857143,7.77,748.8,66,4.666666667,40,1.77
3/3/2016 16:10,,0,21.5,36.33714286,20,36.42857143,20.5,37.4,21.39,34.35285714,17.96857143,44.59,7.62,57.75428571,20.5,29.45285714,21.79,35.74833333,18.7,41.4,7.67,748.95,64.33333333,4.833333333,40,1.35
3/4/2016 1:00,,0,22,36.52571429,20.08571429,37.09285714,20.72571429,37.9,19.79,35.29,18.89,52.75625,2.23125,77.68,19.0625,31.5625,21.45285714,43.08,18.5,39.7,3.20,747,82,4,40,0.30
3/4/2016 2:30,,0,21.6,36.09,19.6,36.88428571,20.79,38,19.67777778,35.29,18.6,52.5675,3.59,67.6175,18.9175,31.6875,21.27,44.72555556,18.5,40.35285714,4.20,745.5,75,6.5,40,0.05
3/4/2016 2:50,,0,21.51428571,36.09,19.5,37,20.81857143,38.06428571,19.6,35.29,18.55,52.57875,3.868571429,65.66571429,18.9175,31.625,21.2,44.5,18.5,40.53857143,4.33,745.1666667,73.66666667,7.5,40,-0.05
3/4/2016 4:00,,0,21.29,36.09,19.29,37.4,20.89,38.29,19.51428571,35.38428571,18.39,52.23375,3.668571429,71.52571429,18.89,31.79,21.14285714,44.5,18.5,40.9,3.90,743.5,81,7,61,0.90
3/4/2016 6:00,,0,20.89,36.5,18.89,38.05142857,21,38.59,19.39,35.9,18.22571429,51.7,3.884285714,78.36857143,18.79,32.25625,21.02857143,44.55714286,18.5,41.48571429,3.70,740.8,91,8,61,2.30
3/4/2016 6:50,,0,20.79,36.7,18.79,38.245,21,38.79,19.29,36.1175,18.17142857,51.5,4.051428571,79.75285714,18.7,32.48571429,20.89,44.82142857,18.5,41.72571429,3.81,740.5738095,91.23809524,7.285714286,58.5,2.45
3/4/2016 7:50,,20,20.6,37.59666667,18.7,39.41428571,20.79,38.4,19.245,36.345,18.42142857,46.2,4.09,80.29714286,18.7,32.7,20.79,43.92857143,18.5,42.08,3.94,740.302381,91.52380952,6.428571429,55.5,2.64
3/4/2016 8:40,,0,20.5,38.16333333,18.6,38.91666667,20.6,37.9,19.29,36.75625,18.2,47.7,4.3,81.10666667,18.52857143,32.66857143,20.6,42.12428571,18.5,41.26,4.04,740.0761905,91.76190476,5.714285714,53,2.80
3/4/2016 9:50,,0,20.39,37.845,18.6,39.06428571,20.6,38,19.2,36.7,18.1,48,4.95,81.9,18.42142857,33.09571429,20.42666667,41.12666667,18.39,40.12142857,4.19,739.7595238,92.0952381,4.714285714,49.5,3.01
3/4/2016 10:00,,0,20.29,37.92,18.6,39.09,20.6,38,19.15714286,36.71285714,18.1,48,4.9625,81.78375,18.4725,33.2,20.39,41.2,18.39,40.02125,4.21,739.7142857,92.14285714,4.571428571,49,3.04
3/4/2016 12:10,,0,20.62,41.396,19.42666667,38.4,20.6,38,19,36.2,18,47.06,5.436,81.714,18.39,32.656,20.14,39.772,18.33,38.7,4.49,739.1261905,92.76190476,2.714285714,42.5,3.45
3/4/2016 23:20,,0,21.39,37.29,18.89,39.59,21.39,37.36333333,19.56666667,35.9,18.79,48.39,0.866666667,76.46666667,18.6,31.79,21.96333333,39.7,18.29,38.02666667,1.03,740.4333333,93.66666667,1,36,0.10
3/4/2016 23:40,,0,21.32333333,37.4,18.79,39.7,21.39,37.5,19.46333333,36,18.79,47.39,0.9,77.03,18.6,31.92666667,21.79,39.86,18.29,38.36333333,0.77,740.4666667,95.33333333,1,49,0.10
3/5/2016 0:20,,10,21.2,37.36333333,18.6,39.86333333,21.39,37.59,19.29,36.2,18.7,46.06666667,1.1,77.69,18.6,32.12666667,21.66666667,40.86,18.35666667,38.83333333,0.53,740.5,97,1,62,0.13
3/5/2016 1:00,,0,21.1,37.4,18.5,39.93333333,21.42666667,37.73,19.13333333,36.29,18.66666667,45.26,1.133333333,77.93333333,18.6,32.2,21.5,41.82666667,18.35666667,39.36333333,0.60,740.5,97,1,62,0.20
3/5/2016 3:10,,0,20.63333333,37.12666667,17.89,40.09,21.1,37.7,18.89,36.29,18.5,43.93333333,0.7,77.65666667,18.5,32.29,21.16666667,43.62666667,18.39,40.59,0.10,740.2,99,0.166666667,53.66666667,-0.10
3/5/2016 4:30,,0,20.39,37.09,17.6,40.16333333,20.89,37.66333333,18.7,36.2,18.42666667,43.53,1.066666667,78.79666667,18.39,32.29,21,43.4,18.39,41.09,0.25,740.3,99,1,44,0.05
3/5/2016 10:10,,0,19.79,37.43333333,17.29,40.43333333,20.5,36.9,18.39,36.96666667,18.2,43.79,3.93,80.4,18.1,31.76,20.5,42.56,18.29,39.62666667,2.75,741.6666667,91.16666667,1.166666667,59.83333333,1.38
3/5/2016 23:30,,0,19.7,37.79,17.5,40,20.1,37,17.89,37,18.79,58.76666667,3.59,75.26333333,18.29,31.5,21.2,37.8,18,37.13333333,3.30,744.45,93,4,32.5,2.25
3/6/2016 0:20,,0,19.6,37.7,17.39,39.96666667,20.1,37.2,17.89,37.09,18.6,56.69,3.626666667,75.72666667,18.35666667,31.79,21.1,39.52666667,18,37.96666667,3.40,744.5666667,92.33333333,4.333333333,35.66666667,2.23
3/6/2016 0:50,,0,19.5,37.7,17.39,40,20.1,37.29,17.79,37.09,18.5,56.2,3.663333333,75.46,18.29,31.89,21,39.82666667,18,38.5,3.40,744.6666667,92.83333333,4.833333333,29.16666667,2.28
3/6/2016 4:00,,0,19.1,37.73,17,40,20.2,37.7,17.6,37.12666667,18.1,54.46666667,3.03,78.62333333,18.2,32.26,20.7,43.32666667,18.03333333,40.65666667,3.00,745,93,5,29,1.90
3/6/2016 4:20,,0,19.1,37.79,17,40,20.29,37.79,17.6,37.2,18.03333333,54.23,3.09,78.59,18.2,32.29,20.66666667,43.36333333,18.03333333,40.76666667,2.83,745.0333333,93.66666667,5.666666667,32.66666667,1.83
3/6/2016 6:50,,0,18.79,37.9,16.79,40.12666667,20.2,38,17.42666667,37.23,17.79,53.16333333,2.79,76.3,18.1,32.5,20.46333333,43.26,18,41.62666667,3.00,745.3666667,91,7.166666667,40,1.70
3/6/2016 8:20,,0,18.7,38,16.7,40.2,20.29,38.29,17.39,37.29,17.73,52.7,2.723333333,75.79666667,18.1,32.5,20.29,43.53,18,42,2.63,745.7666667,93.66666667,6.333333333,25.33333333,1.70
3/6/2016 10:10,,0,18.7,39.55,16.79,41.16333333,19.92666667,37.5,18.56666667,37.72333333,17.6,50.59666667,3.09,75.19,17.89,32.4,20.2,43.03,18,41.03,2.87,746.55,95,6,20.33333333,2.07
3/6/2016 23:50,,20,20,37.9,17.73,39.7,20.16666667,38.82666667,20.26,37.26,17.82333333,69.56333333,-0.733333333,77,17.89,31.7,21.5,42.02666667,17.6,37.09,0.17,747.75,97.83333333,1,51.33333333,-0.15
3/7/2016 1:00,,0,19.79,37.46666667,17.5,39.79,20.06666667,39.26666667,20.35666667,36.79,17.7,64.09333333,-0.4,76.8,17.84,31.745,21.29,43.19333333,17.6,38.06,0.00,747.7,98,1,46,-0.30
3/7/2016 1:20,,10,19.79,37.36333333,17.42666667,39.79,20.1,38.93333333,20.1,36.79,17.6,62.94,-0.3,76.8,17.89,31.79,21.2,43.99,17.6,38.36333333,0.13,747.6666667,97.66666667,1,51.33333333,-0.20
3/7/2016 1:50,,0,19.7,37.2,17.39,39.79,20.1,38.9,19.79,36.7,17.6,61.49,0.1,76.62333333,17.85666667,31.79,21.1,44.82666667,17.53333333,38.46333333,0.33,747.6166667,97.16666667,1,59.33333333,-0.05
3/7/2016 3:40,,0,19.5,37.2,17.2,39.79,20,39.2,19.1,36.7,17.5,58.53,0.8,76.4,17.79,31.89,20.89,44.93333333,17.6,39.66333333,0.27,747.3333333,98.33333333,2,27.66666667,0.03
3/7/2016 6:40,,0,19.06666667,36.96666667,16.85666667,39.46666667,19.53333333,38.43333333,18.5,36.5,17.29,55.76,1.166666667,77.3,17.7,32,20.5,43.7,17.66666667,41.29,0.17,747.2666667,99.33333333,1.666666667,22.66666667,0.10
3/7/2016 13:10,,0,20.6,41.03,19.2,39.23,21.96,39.42666667,18.2,35.4,17.39,50.03,4.433333333,75.59,17.7,30.79,19.7,37.79,17.6,36.7,3.97,748.9333333,74.33333333,4.833333333,40,-0.20
3/8/2016 0:10,,20,20.79,38.03,18.29,40.4,21.03333333,36.93333333,20.89,36.29,18.29,48.69666667,0.7,78,18.29,34.06666667,20.5,40.8,17.5,36.46666667,0.35,753.6666667,96.33333333,1,61.66666667,-0.12
3/8/2016 2:40,,0,20.29,38.4,17.79,41.06,20.89,37.2,20.76,36.29,18.2,44.09,1.86,78.9,18.35666667,35.53,20.29,45.53,17.5,38.06,1.07,754.3666667,99,1,43.66666667,0.87
3/8/2016 5:10,,0,19.89,38.09,17.39,40.9,21,37.29,19.46333333,36.26,18.1,43.2,-0.166666667,78.56,18.39,35.925,20.1,45.09,17.5,39.36333333,-0.75,755.0833333,99.16666667,1,17.5,-0.83
3/8/2016 6:20,,0,19.7,38.06,17.2,41,21.06666667,37.66333333,19.2,36.2,18.1,43,-1.133333333,77.73,18.39,36.26,20,45.2,17.5,39.79,-0.53,755.7,99.66666667,1.333333333,15,-0.57
3/8/2016 7:40,,0,19.6,38.66333333,17.06666667,41.16333333,20.7,37.4,18.79,35.29,17.82333333,44.52666667,-1.096666667,78.02666667,18.23,34.83,19.85666667,43.33333333,17.5,39.63333333,-0.47,756.3666667,99.66666667,2,31,-0.50
3/8/2016 8:50,,0,19.6,37.7,17.32333333,40.33333333,20.39,36.03,18.7,35.26,17.7,45.32666667,0.4,78.72666667,18,32.62666667,19.63333333,40.46333333,17.5,37.56,0.68,756.9166667,99.16666667,2,37.33333333,0.52
3/8/2016 9:10,,10,19.5,37.7,17.39,39.76,20.35666667,36,18.7,35.29,17.63333333,45.23,1.245,78.95,18,32.43333333,19.6,40.03,17.39,37.16333333,1.03,757.05,98.66666667,2.166666667,41,0.80
3/8/2016 11:10,,0,19.39,37.03,18.63333333,36.62666667,20,35.5,18.89,35.82666667,17.5,44.66333333,5.096666667,80.06,17.96333333,32.79,19.39,39.32666667,17.6,37.045,4.48,757.3,86.5,2.166666667,24.16666667,2.33
3/8/2016 13:40,,0,19.89,39.32666667,19,37.03,20.29,36.62666667,19.1,35.2,18.06666667,71.69666667,8.83,81.89333333,18.6,30.73,19.7,37.56,17.7,38.26666667,6.47,757.2333333,65.66666667,3.666666667,40,0.33
3/8/2016 22:50,,0,20.92666667,38.09,18.39,40.23,20.2,38.09,19.89,34.7,18.6,45.53,5,78.12333333,18.39,32.33333333,20.89,39.09666667,17.5,36.96333333,4.62,754.8666667,75.66666667,4.833333333,40,0.65
3/8/2016 23:00,,0,20.89,38.09,18.32333333,40.36333333,20.2,38.09,19.82333333,34.76,18.53333333,45.99,4.933333333,77.95666667,18.39,32.56666667,20.89,39.49,17.5,37.22333333,4.60,754.7,76,5,40,0.70
3/9/2016 0:00,,0,20.7,37.93333333,17.92666667,40.59,20.1,38.09,19.42666667,35.2,18.23,47.12666667,5.06,75.66333333,18.39,34.045,20.7,41.2,17.5,38.12666667,4.60,754,75,6,40,0.50
3/9/2016 0:20,,0,20.63333333,37.76666667,17.79,40.62666667,20.1,38.16333333,19.39,35.2,18.2,47.2,5.06,74.93333333,18.39,34.26,20.6,41.1725,17.5,38.4,4.60,753.7333333,74,6,40,0.33
