date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,hour,time_of_day_D,time_of_day_N
2016-02-10 09:30:00,90,10,20.89,43.86,20.2,40.23,21.79,41.26,20.53333333,41.32666667,19.0,50.54166667,4.03,92.53,19.58888889,39.265,21.745,46.51833333,19.0,43.63333333,4.0,740.45,93.0,6.0,40.0,2.95,9,1,0
2016-02-10 09:40:00,80,0,20.89,43.86333333,20.2,40.36333333,21.79,41.2,20.39,40.96666667,19.0,50.43333333,4.156666667,92.59,19.50555556,39.12777778,21.72,46.345,19.0,43.36,4.1,740.5333333,92.66666667,6.0,40.0,3.0,9,1,0
2016-02-10 10:00:00,80,0,20.89,43.13333333,20.2,40.4,21.7,41.09,20.16666667,40.72333333,19.0,50.275,4.56,92.8,19.5,38.98333333,21.7,46.225,19.0,42.82666667,4.3,740.7,92.0,6.0,40.0,3.1,10,1,0
2016-02-10 10:10:00,70,0,20.89,42.93333333,20.2,40.26,21.66666667,40.96666667,20.075,40.4975,19.0,50.19166667,4.695,92.745,19.5,38.92777778,21.67777778,46.28833333,19.0,42.56,4.47,740.7833333,91.66666667,5.833333333,40.0,3.2,10,1,0
2016-02-10 10:40:00,90,0,20.79,42.36333333,20.16666667,40.2,21.6,40.93333333,19.82333333,40.2,19.0,49.94444444,5.366666667,92.93333333,19.5,39.22111111,21.64444444,46.44444444,19.0,42.06666667,4.97,741.0333333,90.66666667,5.333333333,40.0,3.5,10,1,0
2016-02-10 10:50:00,150,10,20.79,42.23,20.1,40.2,21.6,40.9,19.79,40.23,19.0,49.86833333,5.56,93.0,19.52777778,39.41,21.62777778,46.36055556,19.0,41.96666667,5.13,741.1166667,90.33333333,5.166666667,40.0,3.6,10,1,0
2016-02-10 11:00:00,150,0,20.79,42.23,20.1,40.2,21.6,40.96666667,19.79,40.29,18.95722222,49.81444444,5.833333333,93.0,19.56111111,39.23,21.62222222,46.345,19.0,41.82666667,5.3,741.2,90.0,5.0,40.0,3.7,11,1,0
2016-02-10 11:20:00,70,10,20.79,42.63333333,20.1,40.2,21.5,40.82666667,19.7,40.56,18.91444444,49.72,6.0,93.0,19.58333333,39.2,21.67222222,46.47222222,19.06666667,44.09333333,5.37,741.4,89.33333333,4.666666667,40.0,3.67,11,1,0
2016-02-10 11:30:00,110,10,20.79,42.5,20.1,40.26,21.5,40.76,19.66666667,40.36333333,18.89,49.7,6.06,93.06,19.63888889,39.18777778,21.69444444,46.37666667,19.13333333,44.56666667,5.4,741.5,89.0,4.5,40.0,3.65,11,1,0
2016-02-10 11:40:00,110,0,20.79,42.53,20.1,40.46,21.32,40.925,19.6,40.29,18.93277778,49.7,6.09,93.12333333,19.60555556,39.03,21.765,46.21,19.2,44.7,5.43,741.6,88.66666667,4.333333333,40.0,3.63,11,1,0
2016-02-10 12:00:00,80,0,20.7,42.82666667,20.0,40.59,21.2,41.23,19.5,41.26666667,18.89,49.71,6.19,93.19,19.56111111,38.73,21.80111111,45.67055556,19.2,44.595,5.5,741.8,88.0,4.0,40.0,3.6,12,1,0
2016-02-10 12:10:00,80,0,20.76,42.96666667,20.0,40.59,21.26,41.36333333,19.56666667,41.43,18.89,49.75,6.33,93.19,19.5,38.50222222,21.755,45.18388889,19.2,44.5,5.38,741.8166667,88.83333333,4.5,38.0,3.63,12,1,0
2016-02-10 12:20:00,80,0,20.7,42.895,20.0,40.46666667,21.29,41.4,19.5,41.29,18.93277778,49.72,6.726666667000001,93.3,19.5,38.32777778,21.7,44.81333333,19.2,44.46666667,5.27,741.8333332999998,89.66666667,5.0,36.0,3.67,12,1,0
2016-02-10 12:30:00,70,10,20.7,42.59,20.0,40.46666667,21.29,41.32666667,19.5,41.06,18.90833333,49.63277778,6.66,93.36666667,19.445,38.13,21.7,44.57,19.2,44.32666667,5.15,741.85,90.5,5.5,34.0,3.7,12,1,0
2016-02-10 12:40:00,140,0,20.7,42.19666667,19.96333333,39.93333333,21.26,40.76333333,19.42666667,40.86,18.90222222,49.545,6.1566666670000005,93.3,19.39,37.93888889,21.68888889,44.21666667,19.2,44.26,5.03,741.8666667,91.33333333,6.0,32.0,3.73,12,1,0
2016-02-10 13:00:00,50,0,20.6,40.99,19.73,39.32666667,21.0,39.86333333,19.39,40.62666667,18.89,49.345,5.9,93.245,19.39,37.735,21.6,43.67944444,19.16666667,44.09,4.8,741.9,93.0,7.0,28.0,3.8,13,1,0
2016-02-10 13:10:00,70,0,20.6,41.09,19.79,39.46666667,21.0,39.86333333,19.35666667,40.5,18.89,49.19666667,5.833333333,93.3,19.35111111,37.7,21.6,43.49833333,19.1,44.03,4.88,741.9666667,93.0,6.833333333,28.16666667,3.87,13,1,0
2016-02-10 13:20:00,60,0,20.6,41.09,19.79,39.5,21.0,39.9,19.29,40.5,18.89,49.09,5.966666667,93.3,19.34555556,37.60833333,21.6,43.345,19.16666667,43.96666667,4.97,742.0333333,93.0,6.666666667,28.33333333,3.93,13,1,0
2016-02-10 13:30:00,70,0,20.6,41.16333333,19.79,39.56,21.0,39.96666667,19.29,40.43333333,18.89,49.00944444,6.123333333,93.36666667,19.29,37.59,21.53888889,43.275,19.1,43.9,5.05,742.1,93.0,6.5,28.5,4.0,13,1,0
2016-02-10 13:40:00,70,0,20.6,41.16333333,19.79,39.79,21.0,40.03,19.29,40.4,18.89,48.88055556,6.396666667000001,93.43333333,19.29,37.535,21.5,43.145,19.1,43.79,5.13,742.1666667000002,93.0,6.333333333,28.66666667,4.07,13,1,0
2016-02-10 13:50:00,60,0,20.6,41.23,19.79,39.79,21.0,40.16333333,19.29,40.4,18.89,48.775,6.66,93.4,19.29,37.52,21.5,43.085,19.1,43.79,5.22,742.2333332999998,93.0,6.166666667,28.83333333,4.13,13,1,0
2016-02-10 14:00:00,80,10,20.53333333,41.29,19.85666667,40.0,21.0,40.09,19.26,40.5,18.89,48.645,6.8,93.46666667,19.29,37.5,21.5,43.055,19.16666667,43.79,5.3,742.3,93.0,6.0,29.0,4.2,14,1,0
2016-02-10 14:10:00,70,0,20.5,41.92666667,19.79,40.0,21.0,40.16333333,19.2,40.56,18.89,48.59,6.4,93.5,19.29,37.5,21.50555556,43.34555556,19.16666667,43.73,5.4,742.4,92.16666667,5.833333333,30.83333333,4.17,14,1,0
2016-02-10 14:20:00,60,0,20.56666667,42.26,19.79,40.09,21.0,40.32666667,19.2,40.86,18.89,48.555,6.4,93.5,19.29555556,37.52222222,21.56666667,43.635,19.1,43.59,5.5,742.5,91.33333333,5.666666667,32.66666667,4.13,14,1,0
2016-02-10 14:40:00,80,0,20.6,42.4,19.89,40.53,21.0,40.43333333,19.29,41.4,18.89,48.5,6.796666667,93.5,19.655,38.11444444,21.81777778,44.28,19.2,43.62666667,5.7,742.7,89.66666667,5.333333333,36.33333333,4.07,14,1,0
2016-02-10 15:00:00,110,0,20.6,42.36333333,19.945,40.7,21.0,40.66333333,19.29,41.23,18.89,48.51,6.693333332999999,93.56333333,19.76,38.20888889,22.01666667,44.90611111,19.2,43.63333333,5.9,742.9,88.0,5.0,40.0,4.0,15,1,0
2016-02-10 15:20:00,110,0,20.6,42.5,19.89,40.7,21.0,40.96666667,19.2,41.06,18.89,48.60222222,6.69,93.59,19.79,38.4,22.16666667,46.39777778,19.2,43.5,6.03,743.0,86.33333333,4.666666667,40.0,3.87,15,1,0
2016-02-10 15:30:00,110,0,20.6,42.5,19.89,40.59,21.0,41.0,19.2,41.0,18.89,48.645,6.8,93.69,19.79,38.4,22.205,46.77666667,19.2,43.4,6.1,743.05,85.5,4.5,40.0,3.8,15,1,0
2016-02-10 15:40:00,100,10,20.6,42.5675,19.89,40.59,21.0,41.06,19.2,40.93333333,18.89,48.725,6.8666666670000005,93.69,19.79555556,38.46111111,22.26,47.20722222,19.2,43.4,6.17,743.1,84.66666667,4.333333333,40.0,3.73,15,1,0
2016-02-10 15:50:00,110,0,20.6,42.53,20.0,40.5,21.0,41.09,19.2,40.93333333,18.89,48.79,7.0,93.69,19.87888889,38.5,22.32888889,47.46111111,19.2,43.4,6.23,743.15,83.83333333,4.166666667,40.0,3.67,15,1,0
2016-02-10 16:00:00,90,0,20.6,42.46666667,20.0,40.56,21.0,41.16333333,19.2,41.03,18.89,48.86944444,7.06,93.76333333,19.89,38.5,22.42055556,47.14222222,19.2,43.46666667,6.3,743.2,83.0,4.0,40.0,3.6,16,1,0
2016-02-10 16:10:00,100,0,20.6,42.46666667,20.0,40.59,21.0,41.2,19.2,41.09,18.89,48.9,6.8666666670000005,93.69,19.96944444,38.5,22.56111111,46.68222222,19.2,43.46666667,6.2,743.3,84.33333333,4.166666667,40.0,3.72,16,1,0
2016-02-10 16:20:00,110,0,20.6,42.5,20.0,40.59,21.0,41.2,19.1,41.0,18.89,48.97222222,6.8,93.72666667,20.0,38.51,22.65,46.31888889,19.2,43.4,6.1,743.4,85.66666667,4.333333333,40.0,3.83,16,1,0
2016-02-10 16:30:00,110,0,20.6,42.43333333,20.0,40.56,21.0,41.2,19.175,41.0675,18.89,49.0,6.8,93.72666667,20.02777778,38.535,22.755,45.92055556,19.2,43.4,6.0,743.5,87.0,4.5,40.0,3.95,16,1,0
2016-02-10 16:40:00,100,0,20.6,42.29,20.0,40.5,21.0,41.2,19.13333333,41.09,18.89,49.02,6.56,93.72666667,20.1,38.49222222,22.84,45.52944444,19.2,43.4,5.9,743.6,88.33333333,4.666666667,40.0,4.07,16,1,0
2016-02-10 16:50:00,80,0,20.6,42.23,20.1,40.46666667,21.0,41.2,19.1,41.12666667,18.89,49.0,6.433333332999999,93.72666667,20.1,38.25722222,22.93277778,45.4,19.2,43.43333333,5.8,743.7,89.66666667,4.833333333,40.0,4.18,16,1,0
2016-02-10 17:00:00,80,0,20.5,42.26,20.1,40.4,21.0,41.2,19.1,41.2,18.89,49.0,6.3,93.69,20.09444444,38.10333333,23.0,45.4,19.2,43.43333333,5.7,743.8,91.0,5.0,40.0,4.3,17,1,0
2016-02-10 17:10:00,80,0,20.5,42.2,20.1,40.4,20.89,41.2,19.1,41.2,18.89,49.0,6.226666667000001,93.69,20.01111111,37.96,22.93277778,45.62222222,19.2,43.36333333,5.6,743.95,91.0,4.833333333,40.0,4.22,17,1,0
2016-02-10 17:20:00,80,0,20.5,42.09,20.03333333,40.32666667,20.89,41.2,19.1,41.26,18.89,49.0,6.06,93.62666667,20.0,37.9,22.89,46.03388889,19.2,43.23,5.5,744.1,91.0,4.666666667,40.0,4.13,17,1,0
2016-02-10 17:40:00,80,0,20.5,42.09,20.0,40.29,20.89,41.23,19.03333333,41.23,18.86777778,48.96111111,5.8,93.4,19.93277778,38.15722222,22.96333333,45.83111111,19.1,42.96333333,5.3,744.4,91.0,4.333333333,40.0,3.97,17,1,0
2016-02-10 17:50:00,70,0,20.5,42.16333333,20.0,40.36333333,20.79,41.09,19.0,41.2,18.85666667,48.89888889,5.726666667000001,93.4,19.93888889,38.27,23.0,45.51666667,19.1,42.86333333,5.2,744.55,91.0,4.166666667,40.0,3.88,17,1,0
2016-02-10 18:20:00,360,20,20.5,42.79,20.1,40.56666667,20.79,41.09,19.0,41.93,18.81222222,48.82666667,5.56,93.4,20.0,38.64333333,23.0,45.64444444,19.0,42.295,4.93,744.9,92.33333333,3.666666667,47.66666667,3.8,18,1,0
2016-02-10 18:30:00,530,20,20.5,42.79,20.1,40.76,20.79,41.16333333,19.0,42.15666667,18.79,48.845,5.5,93.4,20.0,38.91,23.00555556,46.31111111,19.0,42.2,4.85,745.0,93.0,3.5,51.5,3.8,18,1,0
2016-02-10 18:40:00,620,20,20.53333333,44.56666667,20.2,41.03,20.79,41.2,19.0,42.36333333,18.79,48.92777778,5.35,93.245,20.06111111,38.95555556,23.08888889,47.06111111,19.0,42.16333333,4.77,745.1,93.66666667,3.333333333,55.33333333,3.8,18,1,0
2016-02-10 19:00:00,100,0,20.66666667,52.73333333,20.29,43.16666667,20.89,41.65666667,19.1,43.39333333,18.79,49.48333333,5.19,93.15666667,20.1,38.58555556,23.05,46.76444444,19.0,42.09,4.6,745.3,95.0,3.0,63.0,3.8,19,0,1
2016-02-10 19:10:00,100,20,20.79,51.19333333,20.35666667,43.9,20.89,41.99,19.1,44.82333333,18.79,49.92444444,5.19,93.19,20.07222222,38.20166667,22.99388889,46.16555556,19.0,42.03,4.67,745.4,94.33333333,2.833333333,57.33333333,3.78,19,0,1
2016-02-10 19:20:00,120,20,20.79,49.86,20.53333333,43.76,20.92666667,42.56666667,19.1,45.49,18.81777778,52.53777778,5.19,93.19,19.99388889,37.83444444,22.98166667,45.83111111,19.0,41.96666667,4.73,745.5,93.66666667,2.666666667,51.66666667,3.77,19,0,1
2016-02-10 19:30:00,140,20,20.89,48.32333333,20.6,43.56666667,21.0,42.76,19.1,45.79,19.49055556,72.325,5.19,93.19,19.90222222,37.62,23.0,45.455,19.0,41.9,4.8,745.6,93.0,2.5,46.0,3.75,19,0,1
2016-02-10 19:40:00,100,10,20.96333333,47.26333333,20.6,43.1,21.0,42.9,19.125,45.695,20.325,84.32944444,5.19,93.19,19.89,37.36722222,23.0,44.97388889,19.0,41.76,4.87,745.7,92.33333333,2.333333333,40.33333333,3.73,19,0,1
2016-02-10 20:00:00,110,10,21.0,45.25666667,20.7,42.43,21.0,42.7,19.13333333,45.02666667,22.15722222,90.26111111,5.123333333,93.19,19.93277778,38.64666667,22.84,43.74111111,18.96333333,41.46666667,5.0,745.9,91.0,2.0,29.0,3.7,20,0,1
2016-02-10 20:10:00,140,20,21.03333333,44.52666667,20.7,42.09666667,21.0,42.62666667,19.13333333,44.76666667,21.775,90.10111111,5.156666667,93.19,20.0,38.96277778,22.79,43.88333333,18.96333333,41.4,4.97,745.9666667,91.66666667,2.0,27.66666667,3.75,20,0,1
2016-02-10 20:30:00,140,10,21.13333333,44.02666667,20.76,41.76666667,21.0,42.4,19.2,44.59,20.77222222,93.97666667,5.0,93.12333333,20.0,39.26333333,22.99944444,44.42777778,18.89,41.46666667,4.9,746.1,93.0,2.0,25.0,3.85,20,0,1
2016-02-10 20:40:00,150,10,21.2,43.82666667,20.89,41.66333333,21.0,42.4,19.2,44.62666667,20.63166667,94.91388889,5.0,93.12333333,20.03333333,39.33277778,23.06666667,44.43888889,18.89,41.5,4.87,746.1666667000002,93.66666667,2.0,23.66666667,3.9,20,0,1
2016-02-10 20:50:00,230,0,21.2,43.66333333,20.89,41.53,21.0,42.32666667,19.2,44.7,21.61666667,95.80222222,4.9,93.15666667,20.03333333,39.38166667,23.18333333,44.37666667,18.89,41.5,4.83,746.2333332999998,94.33333333,2.0,22.33333333,3.95,20,0,1
2016-02-10 21:00:00,130,0,21.26,43.59,21.0,41.43,21.0,42.26,19.2,44.79,21.72944444,94.83611111,4.833333333,93.03,20.08333333,39.67166667,23.225,44.235,18.89,41.59,4.8,746.3,95.0,2.0,21.0,4.0,21,0,1
2016-02-10 21:10:00,130,0,21.29,43.62666667,21.06666667,41.36333333,21.025,42.2225,19.2,44.86333333,21.34777778,94.98611111,4.69,93.0,20.07777778,39.36666667,23.29,44.27,18.89,41.59,4.8,746.3833333,95.0,2.166666667,21.33333333,4.0,21,0,1
2016-02-10 21:20:00,120,0,21.35666667,43.7,21.1,41.4,21.1,42.29,19.2,45.03,21.16,94.45444444,4.69,93.0,20.07777778,39.41333333,23.29,44.28,18.89,41.62666667,4.8,746.4666667,95.0,2.333333333,21.66666667,4.0,21,0,1
2016-02-10 21:30:00,130,0,21.39,43.46666667,21.125,41.3725,21.0,42.2,19.2,45.09,20.97388889,93.42333333,4.69,93.0,20.1,39.28722222,23.32888889,44.205,18.89,41.6175,4.8,746.55,95.0,2.5,22.0,4.0,21,0,1
2016-02-10 21:40:00,110,20,21.39,43.32666667,21.2,41.29,21.0,42.2,19.2,45.09,20.81777778,91.69888889,4.69,93.03,20.13888889,39.225,23.39,44.17555556,18.89,41.59,4.8,746.6333333,95.0,2.666666667,22.33333333,4.0,21,0,1
2016-02-10 22:00:00,140,20,21.39,43.09,21.16666667,41.29,20.92666667,42.09,19.32333333,45.73,20.59444444,87.06388889,4.69,93.09,20.215,39.31388889,23.45722222,44.92833333,18.82333333,41.7,4.8,746.8,95.0,3.0,23.0,4.0,22,0,1
2016-02-10 22:20:00,120,30,21.39,43.09,21.1,41.46666667,20.79,42.16333333,19.42666667,45.73,20.38555556,83.38388889,4.69,93.03,20.29,39.65722222,23.5,45.81611111,18.89,41.96666667,4.7,746.9,94.66666667,3.0,22.66666667,3.87,22,0,1
2016-02-10 22:30:00,70,20,21.39,43.09,21.1,41.59,20.79,42.26,19.5,45.79,20.29611111,81.82111111,4.69,93.09,20.31777778,39.81055556,23.48166667,46.20722222,18.85666667,42.0,4.65,746.95,94.5,3.0,22.5,3.8,22,0,1
2016-02-10 22:40:00,80,20,21.39,43.2,21.1,41.66333333,20.79,42.2,19.63333333,45.82666667,20.21,80.42388889,4.69,93.03,20.39,39.96111111,23.39,46.79444444,18.79,42.0,4.6,747.0,94.33333333,3.0,22.33333333,3.73,22,0,1
2016-02-10 22:50:00,80,30,21.39,43.26,21.06666667,41.66333333,20.79,42.2,19.7,45.7225,20.13888889,79.19444444,4.623333333,92.96333333,20.41444444,40.02888889,23.39,47.22611111,18.82333333,42.26666667,4.55,747.05,94.16666667,3.0,22.16666667,3.67,22,0,1
2016-02-10 23:00:00,70,20,21.29,43.29,21.0,41.66333333,20.79,42.2,19.7,45.46333333,20.07222222,78.18833333,4.526666667,92.93333333,20.39,40.045,23.34,47.59944444,18.89,42.46666667,4.5,747.1,94.0,3.0,22.0,3.6,23,0,1
2016-02-10 23:10:00,70,20,21.29,43.29,20.96333333,41.7,20.79,42.2,19.79,45.26,20.0,77.24333333,4.26,92.66,20.37333333,40.36277778,23.29,47.795,18.85666667,42.59,4.28,747.1333333,94.5,3.0,28.83333333,3.45,23,0,1
2016-02-10 23:20:00,70,30,21.29,43.32666667,20.89,41.7,20.79,42.26,19.79,45.2,20.0,76.54611111,3.723333333,91.99333333,20.30111111,40.54,23.265,48.11666667,18.85666667,42.72333333,4.07,747.1666667000002,95.0,3.0,35.66666667,3.3,23,0,1
2016-02-10 23:40:00,80,20,21.26,43.4,20.82333333,41.56666667,20.79,42.29,19.96333333,45.12666667,19.86222222,75.44222222,3.026666667,91.2,20.29,40.63277778,23.17222222,48.12055556,18.89,42.96666667,3.63,747.2333332999998,96.0,3.0,49.33333333,3.0,23,0,1
2016-02-11 00:10:00,70,20,21.13333333,43.46666667,20.66666667,41.36333333,20.82333333,42.23,20.1,44.86333333,19.715,73.21055556,2.53,90.83333333,20.21,40.41111111,23.04444444,48.04,18.89,43.12666667,3.32,747.3666667,97.16666667,3.0,63.16666667,2.85,0,0,1
2016-02-11 00:20:00,50,20,21.16666667,43.4,20.6,41.29,20.89,42.2675,20.1,44.73,19.7,72.57611111,2.545,91.15,20.2,40.38166667,23.05,48.03,18.89,43.2,3.43,747.4333333,97.33333333,3.0,63.33333333,3.0,0,0,1
2016-02-11 00:30:00,30,0,21.1,43.32666667,20.6,41.26,20.82333333,42.2,20.1,44.66333333,19.66111111,71.85,2.86,91.79333333,20.2,40.30833333,23.00555556,48.015,18.89,43.2,3.55,747.5,97.5,3.0,63.5,3.15,0,0,1
2016-02-11 00:40:00,40,0,21.06666667,43.36333333,20.53333333,41.26,20.89,42.29,20.1,44.59,19.6,71.04333333,3.133333333,92.06,20.2,40.38777778,23.0,48.20055556,18.89,43.295,3.67,747.5666667,97.66666667,3.0,63.66666667,3.3,0,0,1
2016-02-11 00:50:00,20,0,21.0,43.36333333,20.5,41.29,20.82333333,42.23,20.0,44.36333333,19.56111111,70.48666667,3.326666667,92.22666667,20.15,40.45,23.0,48.49833333,18.89,43.46666667,3.78,747.6333333,97.83333333,3.0,63.83333333,3.45,0,0,1
2016-02-11 01:00:00,60,0,21.0,43.43333333,20.46333333,41.26,20.79,42.12666667,20.0,44.23,19.5,70.02388889,3.4,92.3,20.12222222,40.58111111,22.98166667,48.645,18.89,43.59,3.9,747.7,98.0,3.0,64.0,3.6,1,0,1
2016-02-11 01:10:00,60,0,21.0,43.56,20.39,41.2,20.79,42.2,19.89,44.06,19.5,69.595,3.433333333,92.33333333,20.1,40.68777778,22.92666667,48.92444444,18.89,43.66333333,3.92,747.75,97.83333333,3.0,56.83333333,3.58,1,0,1
2016-02-11 01:20:00,50,0,20.89,43.7,20.39,41.2,20.79,42.2,19.82333333,43.93333333,19.46333333,69.09277778,3.56,92.46666667,20.1,40.76111111,22.89,49.23277778,18.89,43.73,3.93,747.8,97.66666667,3.0,49.66666667,3.57,1,0,1
2016-02-11 01:40:00,50,0,20.89,43.86333333,20.35666667,41.29,20.89,42.2,19.7,43.9,19.39,68.18111111,3.7,92.59,20.1,40.96111111,22.89,49.545,18.89,43.82666667,3.97,747.9,97.33333333,3.0,35.33333333,3.53,1,0,1
2016-02-11 01:50:00,50,0,20.79,43.7,20.29,41.29,20.96333333,42.2,19.66666667,43.83333333,19.39,67.79333333,3.73,92.59,20.1,41.0,22.87333333,49.62888889,18.89,43.96666667,3.98,747.95,97.16666667,3.0,28.16666667,3.52,1,0,1
2016-02-11 02:00:00,50,0,20.79,43.7,20.26,41.26,20.92666667,42.09,19.6,43.7,19.37888889,67.43222222,3.73,92.59,20.1,41.06111111,22.79,49.535,18.89,44.03,4.0,748.0,97.0,3.0,21.0,3.5,2,0,1
2016-02-11 02:20:00,50,0,20.79,43.53,20.2,41.23,21.0,42.09,19.5,43.7,19.29,66.78944444,3.79,92.59,20.1,41.15611111,22.73,49.59,18.89,44.23,4.0,748.0666667,97.0,3.0,35.66666667,3.5,2,0,1
2016-02-11 02:30:00,60,0,20.7,43.5,20.2,41.29,21.0,42.09,19.5,43.62666667,19.29,66.52388889,3.79,92.59,20.1,41.335,22.7,49.53,18.89,44.29,4.0,748.1,97.0,3.0,43.0,3.5,2,0,1
2016-02-11 02:40:00,60,0,20.7,43.5,20.1,41.29,21.0,42.09,19.39,43.5,19.29,66.23944444,3.79,92.59,20.1,41.43888889,22.62777778,49.60555556,18.89,44.43333333,4.0,748.1333333,97.0,3.0,50.33333333,3.5,2,0,1
2016-02-11 02:50:00,50,0,20.7,43.4,20.1,41.36333333,21.0,42.09,19.39,43.5,19.29,65.99277778,3.723333333,92.56,20.1,41.5,22.6,49.86277778,18.89,44.5,4.0,748.1666667000002,97.0,3.0,57.66666667,3.5,2,0,1
2016-02-11 03:00:00,60,0,20.7,43.4,20.1,41.4,21.1,42.2,19.35666667,43.5,19.26,65.70944444,3.53,92.5,20.1,41.5,22.56666667,50.01388889,18.89,44.62666667,4.0,748.2,97.0,3.0,65.0,3.5,3,0,1
2016-02-11 03:10:00,40,0,20.6,43.29,20.1,41.4,21.1,42.12666667,19.29,43.5,19.24,65.51277778,3.19,92.195,20.1,41.51,22.52777778,50.33166667,18.89,44.7,3.75,748.2666667000002,97.0,3.0,64.5,3.27,3,0,1
2016-02-11 03:30:00,50,0,20.6,43.29,20.0,41.29,21.075,42.0675,19.29,43.43333333,19.22,65.10833333,2.73,91.62333333,20.1,41.5,22.5,50.94277778,18.89,44.86333333,3.25,748.4,97.0,3.0,63.5,2.8,3,0,1
2016-02-11 03:40:00,30,0,20.53333333,43.29,20.0,41.29,21.06666667,42.06,19.29,43.4,19.2,64.93333333,2.333333333,91.02666667,20.1,41.43333333,22.48777778,51.08777778,18.89,44.9,3.0,748.4666667,97.0,3.0,63.0,2.57,3,0,1
2016-02-11 03:50:00,30,0,20.5,43.26,19.92666667,41.29,21.06666667,41.96666667,19.23,43.32666667,19.2,64.73833333,2.126666667,90.69333333,20.1,41.46666667,22.43277778,51.07,18.89,44.975,2.75,748.5333333,97.0,3.0,62.5,2.33,3,0,1
2016-02-11 04:00:00,40,0,20.5,43.2,19.89,41.29,21.0,41.82666667,19.2,43.2,19.2,64.53944444,1.863333333,90.4,20.1,41.48888889,22.40222222,50.89055556,18.89,45.0,2.5,748.6,97.0,3.0,62.0,2.1,4,0,1
2016-02-11 04:10:00,40,0,20.5,43.2,19.89,41.29,20.96333333,41.79,19.2,43.2,19.17777778,64.36611111,1.79,90.33333333,20.1,41.5,22.39,50.715,18.89,45.12666667,2.4,748.6,97.16666667,3.0,62.0,2.02,4,0,1
2016-02-11 04:20:00,50,0,20.42666667,43.12666667,19.82333333,41.23,20.89,41.79,19.16666667,43.2,19.16666667,64.21,1.666666667,90.23,20.1,41.46111111,22.37888889,50.745,18.89,45.2,2.3,748.6,97.33333333,3.0,62.0,1.93,4,0,1
2016-02-11 04:30:00,50,0,20.39,43.0,19.79,41.16333333,20.89,41.79,19.1,43.2,19.10555556,64.06055556,1.533333333,90.09,20.1,41.38166667,22.31777778,50.79,18.89,45.23,2.2,748.6,97.5,3.0,62.0,1.85,4,0,1
2016-02-11 04:40:00,50,0,20.39,43.0,19.79,41.09,20.89,41.79,19.1,43.09,19.1,63.91111111,1.39,90.0,20.08888889,41.29222222,22.29,50.81444444,18.89,45.29,2.1,748.6,97.66666667,3.0,62.0,1.77,4,0,1
2016-02-11 04:50:00,50,0,20.39,43.0,19.79,41.09,20.89,41.76,19.1,43.09,19.1,63.74722222,1.323333333,90.0,20.06111111,41.24277778,22.29,50.82611111,18.89,45.32666667,2.0,748.6,97.83333333,3.0,62.0,1.68,4,0,1
2016-02-11 05:00:00,40,0,20.29,42.9,19.79,41.09,20.89,41.7,19.1,43.06,19.1,63.57722222,1.2,89.76333333,20.04444444,41.22777778,22.28,51.01166667,18.89,45.4,1.9,748.6,98.0,3.0,62.0,1.6,5,0,1
2016-02-11 05:10:00,50,0,20.29,42.9,19.7,41.09,20.89,41.7,19.025,42.925,19.1,63.43888889,1.066666667,89.56333333,20.0,41.2,22.205,51.075,18.89,45.5,1.87,748.6,98.16666667,3.0,62.0,1.58,5,0,1
2016-02-11 05:20:00,50,0,20.29,42.9,19.7,41.09,20.89,41.7,19.0,42.9,19.1,63.345,0.9,89.43333333,20.0,41.19388889,22.2,51.03,18.89,45.5,1.83,748.6,98.33333333,3.0,62.0,1.57,5,0,1
2016-02-11 05:30:00,50,0,20.23,42.82666667,19.7,41.0,20.89,41.59,18.96333333,42.79,19.03888889,63.13277778,0.833333333,89.43333333,20.0,41.10222222,22.2,50.93277778,18.89,45.59,1.8,748.6,98.5,3.0,62.0,1.55,5,0,1
2016-02-11 05:40:00,60,0,20.2,42.7,19.7,41.0,20.89,41.66333333,18.89,42.79,19.0,62.95,0.7,89.33333333,20.0,41.09,22.12777778,50.77722222,18.89,45.59,1.77,748.6,98.66666667,3.0,62.0,1.53,5,0,1
2016-02-11 05:50:00,50,0,20.2,42.7,19.66666667,40.96666667,20.92666667,41.7,18.96333333,42.79,19.0,62.82777778,0.625,89.4475,20.0,41.09,22.1,50.60333333,18.89,45.7,1.73,748.6,98.83333333,3.0,62.0,1.52,5,0,1
2016-02-11 06:00:00,40,0,20.2,42.7,19.6,40.9,21.0,41.76,18.89,42.79,19.0,62.71166667,0.666666667,89.73,20.0,41.09,22.1,50.52222222,18.89,45.7,1.7,748.6,99.0,3.0,62.0,1.5,6,0,1
2016-02-11 06:50:00,40,0,20.1,42.59,19.56666667,40.79,21.0,41.86333333,18.85666667,42.46666667,18.98166667,62.035,0.466666667,89.73,20.0,41.245,22.0,50.13277778,18.89,45.7,1.7,748.7666667000002,99.0,3.833333333,59.5,1.5,6,0,1
2016-02-11 07:00:00,30,0,20.0,42.46666667,19.5,40.79,21.0,41.86333333,18.79,42.4,18.89,61.95,0.333333333,89.53,20.0,41.36333333,22.0,50.045,18.89,45.7,1.7,748.8,99.0,4.0,59.0,1.5,7,0,1
